iter	Logloss
410	0.2156987633
411	0.2155299354
412	0.2153458348
413	0.2151276877
414	0.2148166967
415	0.2146303293
416	0.2144819927
417	0.2143490871
418	0.2142515497
419	0.2140553593
420	0.2139217862
421	0.2137454557
422	0.2134368627
423	0.2131882603
424	0.2129667663
425	0.2127964695
426	0.2124941814
427	0.2121175241
428	0.2119913883
429	0.2118500242
430	0.2115523419
431	0.2112528662
432	0.211147901
433	0.2109785475
434	0.2108065937
435	0.2107156981
436	0.2104274084
437	0.2101667175
438	0.2098300857
439	0.209716346
440	0.2094489889
441	0.2092721547
442	0.2091515034
443	0.2090235007
444	0.2088537247
445	0.2086238106
446	0.2084305661
447	0.208283499
448	0.2081925165
449	0.208015544
450	0.2078686069
451	0.2077507009
452	0.2075830939
453	0.207481942
454	0.2071744422
455	0.2069716092
456	0.206591047
457	0.2064595394
458	0.206393352
459	0.2062275279
460	0.206128388
461	0.2059743603
462	0.205803973
463	0.2056116006
464	0.2054019728
465	0.2052355915
466	0.205124131
467	0.2050126778
468	0.204839571
469	0.2047570456
470	0.2045176161
471	0.2043745466
472	0.2042400134
473	0.2041323754
474	0.2039021085
475	0.2036840227
476	0.2035742099
477	0.2034527683
478	0.2033113975
479	0.203219335
480	0.2031350943
481	0.2030176491
482	0.2029257426
483	0.2027929523
484	0.2026380826
485	0.2024787011
486	0.2023327807
487	0.2021959665
488	0.2020146843
489	0.2018896184
490	0.2017713176
491	0.2016764929
492	0.2015811206
493	0.2014100565
494	0.2012977677
495	0.2011577121
496	0.2009892173
497	0.2008672754
498	0.200769093
499	0.200696445
500	0.2005391145
501	0.2004017706
502	0.2002899051
503	0.2001502481
504	0.2000282337
505	0.1998841901
506	0.1997113836
507	0.1996083255
508	0.1994867023
509	0.1993961151
510	0.1991261247
511	0.1989032224
512	0.1987209203
513	0.1984551204
514	0.1982995001
515	0.1980544741
516	0.1979395442
517	0.1977990004
518	0.1976570136
519	0.197429972
520	0.1973196027
521	0.1972447729
522	0.1970609769
523	0.196963129
524	0.1968500781
525	0.1966723718
526	0.1965542433
527	0.1964479683
528	0.1963062959
529	0.1962354397
530	0.1961151469
531	0.1960216088
532	0.1958985378
533	0.1957880092
534	0.1956209894
535	0.195541161
536	0.1954495884
537	0.19533239
538	0.1952135138
539	0.1950816503
540	0.1949250537
541	0.1948547703
542	0.1947548133
543	0.1946149825
544	0.1944975541
545	0.1943812561
546	0.1941383992
547	0.1939646659
548	0.1938542483
549	0.1937407341
550	0.1935665197
551	0.1934396462
552	0.1932152245
553	0.1930902682
554	0.1929280943
555	0.1928583081
556	0.1927303155
557	0.1926015865
558	0.1923472189
559	0.1922180457
560	0.1920717682
561	0.1919894952
562	0.1918521027
563	0.191741407
564	0.1916540334
565	0.191574735
566	0.1914744192
567	0.1913783144
568	0.1912952158
569	0.1911798367
570	0.1910711523
571	0.1909427756
572	0.1908620958
573	0.190734078
574	0.1906271984
575	0.19056498
576	0.1904275593
577	0.1903173305
578	0.1902475575
579	0.1901210975
580	0.1900461296
581	0.189925402
582	0.1897457399
583	0.1895972774
584	0.1894943498
585	0.1893872314
586	0.1892820837
587	0.1891661758
588	0.1889608294
589	0.1888492532
590	0.1887547402
591	0.1886466084
592	0.1885224389
593	0.1884314891
594	0.1882973738
595	0.1881641213
596	0.1880729478
597	0.1879307564
598	0.1878163674
599	0.1877308525
600	0.1875712344
601	0.1874719712
602	0.1873763317
603	0.1872646514
604	0.1871135027
605	0.1870292581
606	0.1869610953
607	0.1868940322
608	0.1867326628
609	0.1865016653
610	0.1864026536
611	0.1863156136
612	0.1861869589
613	0.1860684172
614	0.1859545368
615	0.1857638586
616	0.1856073583
617	0.1855159403
618	0.185406373
619	0.1853190439
620	0.1852417599
621	0.1851539452
622	0.1850334953
623	0.1848895801
624	0.1848307329
625	0.1847293592
626	0.1845484763
627	0.1844729466
628	0.1843797605
629	0.1843283864
630	0.1842776141
631	0.1841629812
632	0.1840646634
633	0.183964607
634	0.1837515069
635	0.183582455
636	0.1834388876
637	0.1832989453
638	0.1831926549
639	0.183109099
640	0.1830638384
641	0.1829910849
642	0.1828908197
643	0.1827623582
644	0.1826884239
645	0.182606075
646	0.1825207595
647	0.1823146171
648	0.1822509372
649	0.1821515185
650	0.1820838575
651	0.1819397477
652	0.1818014792
653	0.1817348642
654	0.1816488496
655	0.1815776377
656	0.1814858655
657	0.1813802405
658	0.181246201
659	0.1811023938
660	0.1809960973
661	0.1809123109
662	0.180824495
663	0.1807134857
664	0.180491519
665	0.180437838
666	0.1802902999
667	0.1801703655
668	0.1798862864
669	0.1797586589
670	0.1795974291
671	0.17951959
672	0.1794450566
673	0.1793533385
674	0.1792340903
675	0.1791397182
676	0.1790489656
677	0.1789042593
678	0.1787710657
679	0.1786810549
680	0.1785939597
681	0.1785345971
682	0.1784062008
683	0.1783385393
684	0.1781479585
685	0.1780604927
686	0.1779999746
687	0.1778810441
688	0.1777998096
689	0.1776836765
690	0.1775925785
691	0.1775506217
692	0.1774962307
693	0.17734531
694	0.1772488543
695	0.1770508505
696	0.176958089
697	0.1768728766
698	0.1767954789
699	0.1767365052
700	0.1766163513
701	0.1765205788
702	0.1764359955
703	0.1763211757
704	0.1762023999
705	0.176119297
706	0.1760217747
707	0.1758754502
708	0.1757939082
709	0.1757318539
710	0.1756523666
711	0.1755930617
712	0.175501939
713	0.1754028935
714	0.1752843038
715	0.1751892534
716	0.1750226651
717	0.1748942343
718	0.1748188537
719	0.1747579437
720	0.1746002141
721	0.1745549751
722	0.1744955796
723	0.1743916446
724	0.1742183242
725	0.1740673576
726	0.1740276405
727	0.173973433
728	0.173915608
729	0.1738142756
730	0.17371503
731	0.1736019999
732	0.1735477941
733	0.1734224902
734	0.1733518712
735	0.1732999541
736	0.1732216556
737	0.1730702454
738	0.1730091728
739	0.1728880777
740	0.1728223219
741	0.1727039674
742	0.1725811488
743	0.1725144875
744	0.1723508912
745	0.1722527982
746	0.1721552652
747	0.172038727
748	0.1719416343
749	0.171758387
750	0.1715565796
751	0.1714671781
752	0.1713844402
753	0.171279905
754	0.1711913261
755	0.1711023282
756	0.1710452952
757	0.1709507622
758	0.1708939441
759	0.170778328
760	0.1706594633
761	0.170519705
762	0.1704308888
763	0.1703553821
764	0.1702620833
765	0.1701815003
766	0.1701163312
767	0.170035993
768	0.1699276218
769	0.1698825954
770	0.1698197173
771	0.169726445
772	0.1696676767
773	0.1695596533
774	0.1694716111
775	0.1693657902
776	0.1691010118
777	0.1689776981
778	0.1687723863
779	0.1686881867
780	0.168502331
781	0.1683670076
782	0.1682543796
783	0.1682014155
784	0.1681432958
785	0.1679052704
786	0.1678281492
787	0.1677010998
788	0.1675932675
789	0.1674955663
790	0.1673940127
791	0.1673146686
792	0.1671584498
793	0.1670229277
794	0.1669651008
795	0.1668731259
796	0.1667505209
797	0.1666582123
798	0.166589982
799	0.1665282057
800	0.1664099463
801	0.1662849044
802	0.1661694035
803	0.1660963348
804	0.1659676408
805	0.1658924053
806	0.1657689896
807	0.1656798582
808	0.1656209788
809	0.1654920741
810	0.1653901689
811	0.1652966429
812	0.1652311588
813	0.1651474846
814	0.1650720774
815	0.1650230495
816	0.1649838535
817	0.1649272701
818	0.1648445876
819	0.1647495996
820	0.1646840802
821	0.1645983417
822	0.1645016381
823	0.1644437376
824	0.164373128
825	0.1642529237
826	0.1641880961
827	0.1640357866
828	0.1639376843
829	0.1638722924
830	0.1637647179
831	0.1636526958
832	0.1635748314
833	0.1634690164
834	0.1634011202
835	0.1633470067
836	0.1632752448
837	0.1632340288
838	0.1631333601
839	0.1630560199
840	0.1629389544
841	0.1628253814
842	0.1626815993
843	0.1625681158
844	0.1624692911
845	0.1623439726
846	0.1622838324
847	0.1622324141
848	0.1621966116
849	0.1621470793
850	0.1620523252
851	0.1619866841
852	0.1619130362
853	0.1618639322
854	0.1617494167
855	0.1616720204
856	0.161584637
857	0.1614953405
858	0.1613428579
859	0.161288945
860	0.1612209558
861	0.16118969
862	0.1611041374
863	0.1610273339
864	0.1609372932
865	0.160874697
866	0.1607899605
867	0.1606845753
868	0.1605918526
869	0.160513108
870	0.1604663556
871	0.1603924229
872	0.1602968128
873	0.1601582949
874	0.160062867
875	0.159949855
876	0.1598651608
877	0.1598054001
878	0.1597475737
879	0.159595312
880	0.1595244381
881	0.1593987458
882	0.1593453101
883	0.159302052
884	0.1592430657
885	0.1591012739
886	0.1589916522
887	0.1588917796
888	0.1588336569
889	0.158780721
890	0.1586780945
891	0.1586154686
892	0.1585368965
893	0.1583890107
894	0.1583167234
895	0.1582310558
896	0.15812231
897	0.1579825827
898	0.1578949224
899	0.1578473691
900	0.1577101852
901	0.1576475544
902	0.1575829284
903	0.157488594
904	0.1573985682
905	0.157354145
906	0.1572535535
907	0.1572232696
908	0.1571108967
909	0.1570527031
910	0.1569734622
911	0.1568914119
912	0.1568418008
913	0.1567599052
914	0.1566853957
915	0.1566172251
916	0.1565086559
917	0.156444131
918	0.156392462
919	0.1562929847
920	0.1561876868
921	0.156111839
922	0.1560243752
923	0.1559402185
924	0.1558395392
925	0.1557707679
926	0.1556247797
927	0.1554920908
928	0.1553895027
929	0.1553098686
930	0.1552516592
931	0.1551980055
932	0.1551303557
933	0.1550381679
934	0.1549303457
935	0.1548132926
936	0.1547520524
937	0.1547044749
938	0.1546349728
939	0.1545559769
940	0.1544098953
941	0.1543466373
942	0.1542523329
943	0.1541983721
944	0.1540663449
945	0.153957808
946	0.1539030775
947	0.1538080053
948	0.1537354908
949	0.1536755281
950	0.1535810203
951	0.1535394895
952	0.1534346096
953	0.1533915419
954	0.1533309795
955	0.1532806242
956	0.1532139841
957	0.1531556255
958	0.1530794443
959	0.1529452249
960	0.1528224395
961	0.1527714712
962	0.1527101575
963	0.1526112713
964	0.1525557967
965	0.1524665629
966	0.1523781359
967	0.1523165712
968	0.1522826991
969	0.152205062
970	0.1521301677
971	0.1520526994
972	0.1519957743
973	0.1519485698
974	0.1518956871
975	0.1518275384
976	0.1517766231
977	0.1517187862
978	0.151662579
979	0.1516283379
980	0.1515658859
981	0.1514992489
982	0.1514522776
983	0.1513905039
984	0.1513135577
985	0.1512348934
986	0.1511367995
987	0.1510299868
988	0.150953107
989	0.1508900408
990	0.1508313492
991	0.1507724218
992	0.1506822773
993	0.1506238789
994	0.1505204045
995	0.1504388628
996	0.1503373958
997	0.1502555859
998	0.1501335796
999	0.1500352457
